DESCRIPCION;NOMBRE_FACULTAD;NOMBRE_PROGRAMA;JORNADA;MODALIDAD;NOMBRE_SEDE;TIPO_IDEN_EST;LUG_EXPEDICION;LUGAR_NACIMIENTO;FECHA_NACIMIENTO;SEXO;ESTRATO;NOMBRE_ESTADO
PRIMER  SEMESTRE DE 2019;DERECHO Y CIENCIAS  SOCIALES;DERECHO;;PRESENCIAL;AGUAZUL;C;SOGAMOSO;SOGAMOSO;08/19/1999 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;DERECHO Y CIENCIAS  SOCIALES;DERECHO;;PRESENCIAL;AGUAZUL;C;TUNJA;TUNJA;11/03/1998 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;DERECHO Y CIENCIAS  SOCIALES;DERECHO;;PRESENCIAL;AGUAZUL;C;TUNJA;TUNJA;01/18/2001 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;DERECHO Y CIENCIAS  SOCIALES;DERECHO;;PRESENCIAL;AGUAZUL;C;;;10/04/1989 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;DERECHO Y CIENCIAS  SOCIALES;MAESTRIA EN DERECHOS HUMANOS;OTRA;PRESENCIAL;TUNJA;C;TUNJA;TUNJA;11/23/1992 12:00:00 AM;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;ADMINISTRACION COMERCIAL Y FINANCIERA;OTRA;;TUNJA;C;;;06/19/1983 12:00:00 AM;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;ADMINISTRACION DE SERVICIOS DE SALUD;OTRA;;TUNJA;C;;;01/31/1991 12:00:00 AM;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS;OTRA;;TUNJA;C;;;03/30/1991 12:00:00 AM;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;ESPECIALIZACION EN DIDACTICA DE LA MATEMATICA PARA LA EDUCACION BASICA;OTRA;;TUNJA;C;SOCHA;SOCHA;07/30/1983 12:00:00 AM;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;MAESTRIA EN DIDACTICA DE LA MATEMATICA;;;TUNJA;C;DUITAMA;DUITAMA;2/12/1986 0:00;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;GARAGOA;C;;;3/11/1993 0:00;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;GARAGOA;C;MIRAFLORES;MIRAFLORES;01/25/1996 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;SANTA FE DE BOGOTA;C;EL GUACAMAYO;EL GUACAMAYO;1/10/1994 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;SANTA FE DE BOGOTA;C;PELAYA;PELAYA;12/16/1990 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;MONTERREY;T;;;7/10/2000 0:00;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;DUITAMA;C;;;10/05/1985 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;DUITAMA;C;DUITAMA;DUITAMA;12/22/1995 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;DUITAMA;C;DUITAMA;DUITAMA;9/04/1998 0:00;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;DUITAMA;C;DUITAMA;DUITAMA;10/04/1984 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;CHIQUINQUIRA;C;;;02/15/1988 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;CHIQUINQUIRA;C;BOGOTA D.E;BOGOTA D.E;02/16/1996 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;YOPAL;C;YOPAL;YOPAL;05/14/1989 12:00:00 AM;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;YOPAL;C;FUENTE DE ORO;FUENTE DE ORO;11/01/1989 0:00;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;YOPAL;C;YOPAL;YOPAL;7/12/1987 0:00;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;YOPAL;C;;;5/05/1995 0:00;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;YOPAL;C;;;10/21/1985 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;CERES MIRAFLORES;T;MIRAFLORES;MIRAFLORES;3/04/2004 0:00;F;3;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;TAURAMENA;C;VILLANUEVA;VILLANUEVA;12/09/1995 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;SOGAMOSO;C;;;11/15/1995 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;SOGAMOSO;C;AQUITANIA;AQUITANIA;3/09/1997 0:00;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;TUNJA;C;;;05/27/1997 12:00:00 AM;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;TUNJA;C;;;4/07/1991 0:00;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;TUNJA;C;TUNJA;TUNJA;11/20/1979 12:00:00 AM;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;GARAGOA;C;GARAGOA;GARAGOA;11/14/1997 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;TUNJA;C;TUNJA;TUNJA;02/13/1989 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS;OTRA;;TUNJA;C;;;10/01/1997 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;;YOPAL;C;TRINIDAD;TRINIDAD;11/13/1993 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;;TUNJA;C;TUNJA;TUNJA;03/28/1995 12:00:00 AM;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;;TUNJA;C;;;10/04/1989 0:00;F;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;;TUNJA;C;TUNJA;TUNJA;11/26/1994 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;;TUNJA;C;TUNJA;TUNJA;02/19/1989 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;;TUNJA;C;;;10/15/1992 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;;TUNJA;T;TUNJA;TUNJA;2/02/2000 0:00;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;;MONTERREY;C;;;01/30/1993 12:00:00 AM;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;;DUITAMA;C;;;11/09/1991 0:00;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD;OTRA;;SANTA FE DE BOGOTA;C;;;07/15/1993 12:00:00 AM;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES;OTRA;;TUNJA;C;VENTAQUEMADA;VENTAQUEMADA;5/01/2000 0:00;F;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES;OTRA;;TUNJA;C;;;04/27/1997 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES;OTRA;;TUNJA;C;MONGUÍ;MONGUÍ;12/05/1996 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES;OTRA;;TUNJA;C;TUNJA;TUNJA;11/08/1982 0:00;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES;OTRA;;TUNJA;C;SAN LUIS DE PALENQUE;SAN LUIS DE PALENQUE;8/02/1997 0:00;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES;OTRA;;TUNJA;C;SOGAMOSO;SOGAMOSO;02/23/1999 12:00:00 AM;M;3;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES;OTRA;;TUNJA;C;GUASCA;GUASCA;11/20/1982 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES;OTRA;;TAURAMENA;C;;;12/04/1993 0:00;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES;OTRA;;TUNJA;C;;;2/10/1978 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;TUNJA;TUNJA;12/19/2001 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;TUNJA;TUNJA;12/08/2003 0:00;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;BOGOTA D.E;BOGOTA D.E;7/08/2003 0:00;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;TUNJA;TUNJA;07/18/2003 12:00:00 AM;F;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;TUNJA;TUNJA;11/16/2002 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;;;05/24/2003 12:00:00 AM;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;;;12/22/2003 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;TUNJA;TUNJA;2/06/2003 0:00;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;;;6/01/2003 0:00;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;SAN JOSÉ DEL GUAVIARE;SAN JOSÉ DEL GUAVIARE;06/22/2003 12:00:00 AM;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;;;01/14/2003 12:00:00 AM;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;TUNJA;TUNJA;06/13/2004 12:00:00 AM;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;SORACÁ;SORACÁ;12/11/2002 0:00;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;C;;;04/15/1980 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;CHIQUINQUIRÁ;CHIQUINQUIRÁ;06/17/2003 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;TUNJA;TUNJA;11/06/2002 0:00;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;;;1/11/2004 0:00;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;TUNJA;TUNJA;6/04/2003 0:00;F;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;C;TUNJA;TUNJA;4/12/2000 0:00;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;SIACHOQUE;SIACHOQUE;03/15/2003 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;TUNJA;TUNJA;01/18/2001 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;TUNJA;TUNJA;09/22/2001 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;TUNJA;TUNJA;09/26/2002 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;;;04/16/2003 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;;;08/18/2003 12:00:00 AM;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;SORACÁ;SORACÁ;07/28/2003 12:00:00 AM;M;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;;;05/20/2004 12:00:00 AM;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;;;10/31/2002 12:00:00 AM;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES;OTRA;DISTANCIA;TUNJA;T;SORACÁ;SORACÁ;01/20/2003 12:00:00 AM;F;3;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNICO PROFESIONAL EN PRODUCCION Y TRANSFORMACION DEL ACERO;OTRA;DISTANCIA;SOGAMOSO;C;TUNJA;TUNJA;10/04/1993 0:00;M;2;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA  EN GESTION AGROINDUSTRIAL;OTRA;;TUNJA;C;;;08/26/1989 12:00:00 AM;M;1;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA DE  PROGRAMACION DE SISTEMAS INFORMATICOS;OTRA;DISTANCIA;TUNJA;C;;;03/15/1986 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA DE  PROGRAMACION DE SISTEMAS INFORMATICOS;OTRA;DISTANCIA;TUNJA;C;YOPAL;YOPAL;2/02/2001 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA DE  PROGRAMACION DE SISTEMAS INFORMATICOS;OTRA;DISTANCIA;TUNJA;C;CUBARÁ;CUBARÁ;06/16/1993 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN ELECTRICIDAD;OTRA;DISTANCIA;SANTA FE DE BOGOTA;C;;;10/03/1982 0:00;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN ELECTRICIDAD;OTRA;DISTANCIA;SANTA FE DE BOGOTA;C;BUCARAMANGA;BUCARAMANGA;10/18/1983 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN ELECTRICIDAD;OTRA;DISTANCIA;TUNJA;C;TUNJA;TUNJA;10/13/1997 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN ELECTRICIDAD;OTRA;DISTANCIA;TUNJA;C;TUNJA;TUNJA;5/04/1995 0:00;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN ELECTRICIDAD;OTRA;DISTANCIA;TUNJA;C;TUNJA;TUNJA;05/13/1997 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN ELECTRICIDAD;OTRA;DISTANCIA;TUNJA;C;;;2/12/1990 0:00;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN ELECTRICIDAD;OTRA;DISTANCIA;RIONEGRO;C;;;9/11/1987 0:00;M;;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN ELECTRICIDAD;OTRA;DISTANCIA;RIONEGRO;C;SONSON;SONSON;04/20/1988 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD;OTRA;;TUNJA;C;;;04/20/1994 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;;TUNJA;C;LA SALINA;LA SALINA;12/22/1990 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;;TUNJA;C;TUNJA;TUNJA;02/20/1995 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA;OTRA;;YOPAL;C;PAZ DE ARIPORO;PAZ DE ARIPORO;9/11/1996 0:00;F;;NO MATRICULADO
PRIMER  SEMESTRE DE 2019;ESTUDIOS A DISTANCIA;TECNOLOGIA EN MERCADEO AGROPECUARIO;OTRA;DISTANCIA;TUNJA;C;SAMACÁ;SAMACÁ;1/05/1985 0:00;M;;NO MATRICULADO
